Q21_rep1	Q21_rep2	Q21_rep3	Q107_rep1	Q107_rep2	Q107_rep3	Q107CI_rep1	Q107CI_rep2	Q107CI_rep3	Q107CI_rep4
0,75322		0,56471	0,63635	0,23616	0,85234	0,74684	0,59096	0,67914	0,56661
0,78918		0,21596	0,77143	0,58308	0,16502	0,70803	0,80536	0,66766	0,54533
0,87026		0,70633	0,91488	0,75451	0,34105	0,66039	0,71206	0,72936	0,41776
0,94285		0,5429	0,50463	0,61764	0,61222	0,83873	0,82794	0,6322	0,82997
0,51498		0,49919	0,66284	0,93544	0,48077	0,84835	0,92967	0,51386	0,64424
0,68435		0,75993	0,74945	0,53072	0,94904	0,81492	0,55468	0,74045	0,66698
0,78428		0,66403	0,69134	0,95199	0,79606	0,7778	0,70675	0,50553	0,55183
0,71608		0,615	0,60357	0,11698	0,5985	0,91926	0,70106	0,56743	0,43712
0,40674		0,56896	0,5926	0,61127	0,35584	0,64241	0,62925	0,49582	0,38166
0,4564		0,65688	0,48274	0,93199	0,49511	0,57557	0,38918	0,96168	0,31829
0,83842		0,79247	0,46906	0,87215	0,63522	0,42416	0,33909	0,95104	0,31087
0,63801		0,67025	0,37412	0,61371	0,34438	0,49604	0,41966	0,85998	0,40773
0,71293		0,89328	0,3035	0,86069	0,35233	0,47015	0,29046	0,54085	0,67285
0,58432		0,74097	0,69527	0,59311	0,43893	0,80059	0,82716	0,63175	0,72944
0,46755		0,31171	0,46243	0,58273	0,73868	0,79076	0,38938	0,35322	0,6357
0,46937		0,66133	0,78578	0,64954	0,86005	0,62522	0,57518	0,53629	0,78967
0,47641		0,34319	0,9306	0,60783	0,87842	0,59789	0,6932	0,60657	0,73611
0,51272		0,35119	0,96862	0,89058	0,90373	0,4819	0,27087	0,58639	0,80398
0,43108		0,95791	0,70822	0,87425	0,95117	0,69848	0,7474	0,49407	0,80105
0,44985		0,70801	0,74353	0,77388	0,68309	0,70704	0,30574	0,29891	0,70777
0,51744		0,59536	0,79721	0,045092	0,80462	0,74179	0,34456	0,54872	0,48165
0,57933		0,5969	0,70075	0,50453	0,6775	0,75745	0,45159	0,58736	0,45407
0,71787		0,63687	0,71452	0,013222	0,5276	0,75162	0,79192	0,73978	0,74976
0,70151		0,57148	0,6663	0,69037	0,65432	0,65626	0,92482	0,64693	0,68776
0,87952		0,68643	0,60785	0,74681	0,91548	0,781	0,88571	0,93411	0,78273
0,89697		0,68268	0,5466	0,76341	0,5428	0,77682	0,65785	0,64723	0,57206
0,67026		0,65082	0,66474	0,40405	0,7142	0,87116	0,51545	0,38794	0,82112
0,70587		0,67583	0,57045	0,50691	0,88416	0,85837	0,6537	0,73268	0,70842
0,6206		0,28115	0,69221	0,82602	0,40417	0,80665	0,7111	0,16808	0,51353
0,36002		0,74432	0,36766	0,63976	0,69293	0,55125	0,90235	0,6406	0,48524
0,72858		0,85534	0,73564	0,72449	0,65829	0,84901	0,33716	0,56826	0,75178
0,65075		0,66907	0,12815	0,77334	0,82322	0,82569	0,37069	0,40949	0,77336
0,61245		0,90138	0,99207	0,82168	0,5314	0,38653	0,36691	0,53249	0,772
0,57772		0,91748	0,63218	0,50646	0,81739	0,51411	0,55083	0,7328	0,39946
0,66325		0,37517	0,86613	0,60959	0,46512	0,67594	0,88192	0,78747	0,3753
0,25736		0,79669	0,4904	0,64162	0,75096	0,53112	0,6528	0,84983	0,68141
0,77064		0,39917	0,4632	0,66978	0,54455	0,67156	0,70084	0,77093	0,35955
0,45099		0,4024	0,64933	0,35699	0,81803	0,75243	0,70135	0,72645	0,35193
0,65984		0,15627	0,54844	0,46446	0,32354	0,5951	0,49685	0,34762	0,33244
0,6853		0,3377	0,59963	0,56845	0,64911	0,62917	0,5917	0,15964	0,34359
0,77473		0,83773	0,55964	0,54097	0,75165	0,63336	0,35028	0,75421	0,51526
0,84793		0,79146	0,58536	0,88072	0,57833	0,75706	0,54966	0,56619	0,28845
0,83042		0,81267	0,61696	0,85477	0,52212	0,77744	0,50447	0,53819	0,60119
0,80178		0,67168	0,87203	0,54424	0,59706	0,51803	0,22083	0,46728	0,44779
0,44626		0,69899	0,72013	0,8417	0,50372	0,67628	0,42969	0,15804	0,71612
0,55328		0,44807	0,73479	0,43722	0,42237	0,73923	0,39217	0,2891	0,64836
0,38745		0,53178	0,86679	0,82411	0,77729	0,66701	0,28046	0,19598	0,45604
0,21153		0,8105	0,71585	0,3909	0,76121	0,61929	0,43259	0,87794	0,81292
0,11816		0,75306	0,66671	0,48442	0,53818	0,32147	0,3567	0,52918	0,25771
0,70346		0,80753	0,49159	0,8338	0,41157	0,003604	0,3271	0,7729	0,24623
0,4246		0,26341	0,65275	0,87023	0,57523	0,059708	0,27885	0,20904	0,63674
0,6319		0,63018	0,87909	0,84364	0,71816	0,36741	0,55937	0,76317	0,88943
0,69223		0,58183	0,7714	0,75425	0,66834	0,087244	0,37193	0,82351	0,50745
0,95042		0,86161	0,40566	0,72133	0,73856	0,69458	0,77286	0,86059	0,52746
0,78556		0,79743	0,51538	0,75623	0,61545	0,34713	0,63269	0,84186	0,92007
0,75518		0,95167	0,44199	0,62215	0,70486	0,36969	0,53703	0,67241	0,95325
0,64292		0,61347	0,44472	0,72904	0,6297	0,32846	0,5515	0,50671	0,93449
0,64345		0,77195	0,83836	0,397	0,57175	0,80103	0,69054	0,7175	0,96538
0,62318		0,38872	0,74307	0,94244	0,47688	0,7235	0,23622	0,72199	0,916
0,57946		0,5342	0,85735	0,53706	0,53654	0,42886	0,47143	0,7464	0,66007
0,52614		0,29805	0,87568	0,74923	0,72811	0,45208	0,54971	0,7585	0,82893
0,77104		0,35542	0,66488	0,54145	0,71328	0,44822	0,95603	0,80846	0,50836
0,15807		0,45601	0,80841	0,23045	0,74297	0,39515	0,45268	0,66023	0,65295
0,70565		0,58252	0,90344	0,63553	0,74728	0,37691	0,49876	0,39326	0,33204
0,64911		0,39501	0,78035	0,62231	0,72249	0,74046	0,63756	0,55763	0,35726
0,70157		0,68713	0,65943	0,29413	0,62901	0,84751	0,85941	0,38996	0,75099
0,67782		0,64335	0,86884	0,40997	0,76717	0,60873	0,73457	0,77211	0,6985
0,76677		0,85812	0,72048	0,51065	0,90806	0,79146	0,42905	0,38439	0,67597
0,82812		0,91009	0,42512	0,56217	0,732	0,67074	0,41512	0,35215	0,61019
0,54392		0,85328	0,78819	0,52456	0,93152	0,66561	0,32277	0,54208	0,33474
0,59755		0,93797	0,84259	0,56828	0,8423	0,67007	0,40576	0,62344	0,19074
0,47215		0,76429	0,35564	0,56994	0,84747	0,60981	0,28652	0,58261	0,35993
0,4363		0,40635	0,29803	0,55585	0,70882	0,57765	0,53838	0,2354	0,54875
0,53512		0,87705	0,41804	0,72793	0,76076	0,83138	0,40639	0,51156	0,57198
0,65771		0,84761	0,56137	0,68303	0,82673	0,76705	0,47819	0,42623	0,63428
0,56407		0,62789	0,67949	0,077517	0,82329	0,92369	0,2744	0,34633	0,33664
0,58585		0,72732	0,74414	0,72214	0,85804	0,41922	0,49639	0,40994	0,58461
0,61046		0,77614	0,67085	0,34708	0,56104	0,92292	0,89751	0,49802	0,51976
0,66161		0,47263	0,50844	0,22079	0,8771	0,19679	0,80359	0,49833	0,48632
0,12738		0,77953	0,49986	0,63475	0,52943	0,34207	0,24118	0,5919	0,48917
0,63157		0,6718	0,54574	0,18203	0,91	0,69822	0,72238	0,87077	0,51644
0,58946		0,45961	0,79635	0,8072	0,77326	0,55706	0,7923	0,58687	0,57767
0,75068		0,73221	0,87843	0,75204	0,70858	0,57216	0,70367	0,66744	0,82953
0,80056		0,54372	0,68266	0,80012	0,59805	0,57691	0,6559	0,50153	0,89916
0,38631		0,35204	0,66965	0,47501	0,71242	0,38239	0,42663	0,49616	0,75624
0,47746		0,23537	0,59349	0,71593	0,63409	0,62324	0,63419	0,74296	0,85832
0,39282		0,97434	0,39073	0,63379	0,68216	0,39541	0,40352	0,7859	0,82682
0,50302		0,95777	0,65032	0,76248	0,87153	0,77446	0,73114	0,63827	0,82296
0,44391		0,93391	0,74773	0,69072	0,62588	0,66772	0,39106	0,28439	0,77607
0,48052		0,86168	0,41792	0,90562	0,56122	0,70728	0,80818	0,89993	0,73925
0,40303		0,80228	0,85012	0,76213	0,59831	0,33845	0,84897	0,12162	0,78409
0,43819		0,73135	0,89926	0,68699	0,47181	0,92047	0,81592	0,72232	0,7056
0,38992		0,43897	0,77851	0,56659	0,58252	0,53118	0,7463	0,92552	0,62929
0,32901		0,40366	0,45124	0,8968	0,55059	0,3159	0,56299	0,32458	0,75316
0,29912		0,77327	0,7368	0,82801	0,61167	0,92066	0,33306	0,54154	0,6438
0,46769		0,8388	0,48505	0,75762	0,4933	0,96833	0,3746	0,35661	0,6013
0,23114		0,92945	0,86581	0,72583	0,76882	0,40542	0,40533	0,74793	0,43554
0,17311		0,93956	0,30062	0,61762	0,63479	0,91699	0,3977	0,49121	0,59671
0,82385		0,84295	0,32767	0,53561	0,63514	0,68272	0,44842	0,27959	0,52778
0,75373		0,81801	0,36214	0,46107	0,59539	0,8195	0,64875	0,45186	0,47805
0,67536		0,8244	0,60393	0,45014	0,45367	0,80081	0,80709	0,26146	0,45223
0,72374		0,36565	0,61381	0,48194	0,61193	0,77593	0,83673	0,31868	0,43772
0,74372		0,70194	0,27836	0,54072	0,66185	0,61392	0,70631	0,29288	0,62314
0,61342		0,43691	0,36132	0,63951	0,098454	0,71392	0,31407	0,35834	0,4171
0,34175		0,29728	0,3516	0,55396	0,59626	0,77348	0,52388	0,62765	0,32744
0,55271		0,70045	0,42425	0,73042	0,83635	0,7456	0,66606	0,4028	0,4473
0,66746		0,81306	0,89735	0,30395	0,78864	0,70713	0,78745	0,44074	0,48366
0,61216		0,82731	0,56105	0,30239	0,70755	0,61134	0,7782	0,59261	0,38801
0,75843		0,71276	0,70918	0,72527	0,66687	0,63104	0,87237	0,62166	0,048739
0,68254		0,65361	0,4688	0,41316	0,7617	0,69998	0,6783	0,43486	0,25501
0,65017		0,69056	0,6628	0,28135	0,87299	0,70519	0,62441	0,29559	0,2876
0,37862		0,90479	0,84376	0,41616	0,45768	0,64001	0,47053	0,27031	0,50587
0,49257		0,54035	0,88156	0,56402	0,56832	0,73966	0,39758	0,54434	0,65931
0,64927		0,74932	0,79743	0,84925	0,67429	0,68539	0,45537	0,33036	0,30748
0,66725		0,68559	0,8745	0,61554	0,82317	0,41707	0,73473	0,90095	0,56131
0,67034		0,14185	0,75494	0,67114	0,70631	0,20234	0,26948	0,72402	0,34688
0,43168		0,61609	0,7684	0,60317	0,62425	0,27069	0,39008	0,25836	0,56161
0,72159		0,65153	0,42213	0,66266	0,7958	0,26298	0,72475	0,44129	0,36836
0,58289		0,80952	0,39404	0,80441	0,82569	0,086568	0,96651	0,5192	0,42118
0,72077		0,77809	0,53752	0,73968	0,62544	0,22952	0,45721	0,81157	0,53513
0,78115		0,77456	0,72505	0,52967	0,868	0,64634	0,65934	0,50164	0,56957
0,79475		0,61023	0,8052	0,66782	0,49756	0,41078	0,44624	0,70521	0,66711
0,91485		0,67158	0,59487	0,65911	0,59589	0,30569	0,36233	0,41782	0,58316
0,71022		0,69633	0,12043	0,70647	0,73141	0,63384	0,36909	0,57949	0,59196
0,59583		0,6124	0,73775	0,72959	0,83306	0,43307	0,89112	0,67813	0,60895
0,84813		0,73289	0,74647	0,74347	0,61262	0,38701	0,69805	0,75417	0,74502
0,70963		0,53857	0,68618	0,21481	0,56996	0,39153	0,23999	0,75461	0,6334
0,84705		0,41895	0,92824	0,45738	0,40291	0,47608	0,88984	0,63386	0,71607
0,73984		0,75865	0,79979	0,30457	0,56307	0,50711	0,28664	0,80682	0,93285
0,55529		0,86111	0,60753	0,68039	0,40336	0,64171	0,37209	0,45773	0,8367
0,64682		0,5983	0,65292	0,75923	0,49978	0,70358	0,97532	0,46502	0,86571
0,76314		0,69731	0,52203	0,63682	0,50025	0,86401	0,85205	0,55556	0,83189
0,8829		0,72559	0,63785	0,63963	0,59998	0,9719	0,87148	0,89597	0,71851
0,9181		0,63019	0,67929	0,66107	0,53384	0,71126	0,41717	0,96326	0,79066
0,79267		0,56293	0,56907	0,39272	0,8703	0,12162	0,37621	0,9663	0,75602
0,84769		0,69538	0,90242	0,68798	0,81851	0,36268	0,38612	0,7583	0,88936
0,79476		0,83723	0,4582	0,85286	0,91732	0,77545	0,41754	0,63559	0,88202
0,71383		0,8191	0,46864	0,71427	0,84907	0,85576	0,43649	0,3327	0,5335
0,75829		0,79382	0,49033	0,94964	0,91588	0,88773	0,45071	0,7081	0,70318
0,64079		0,7186	0,60347	0,49783	0,7907	0,6608	0,43674	0,35854	0,85876
0,67921		0,68969	0,3525	0,54305	0,85327	0,62181	0,41967	0,78265	0,39106
0,43231		0,73715	0,47971	0,40995	0,50059	0,5718	0,53115	0,73144	0,23695
0,72121		0,67124	0,84689	0,31859	0,74257	0,59514	0,688	0,58094	0,70666
0,68814		0,64213	0,54899	0,40487	0,60456	0,37111	0,8456	0,80245	0,24586
0,54859		0,57664	0,76596	0,77982	0,74941	0,42948	0,63182	0,68351	0,57677
0,54329		0,60815	0,75738	0,94395	0,60357	0,58396	0,69588	0,58614	0,5507
0,54274		0,78718	0,77566	0,47354	0,59633	0,83291	0,68783	0,71608	0,63333
0,4512		0,21567	0,7932	0,56515	0,56577	0,70785	0,62034	0,69147	0,62874
0,47198		0,67038	0,82182	0,95318	0,59527	0,15007	0,73836	0,6755	0,71247
0,4788		0,79494	0,90716	0,45689	0,74668	0,31717	0,80263	0,36246	0,80192
0,43842		0,75595	0,85336	0,51883	0,89282	0,54754	0,32577	0,59056	0,88955
0,23424		0,68336	0,49737	0,62742	0,11716	0,51114	0,33914	0,26288	0,82958
0,18566		0,75694	0,45997	0,72043	0,64652	0,50276	0,91121	0,73308	0,74852
0,68711		0,90963	0,45041	0,64395	0,6096	0,70239	0,44411	0,49401	0,72323
0,63624		0,70578	0,44671	0,5038	0,47447	0,36852	0,72854	0,32083	0,74159
0,42782		0,84742	0,44688	0,47938	0,89809	0,39634	0,46659	0,9009	0,66201
0,21658		0,18227	0,49736	0,91552	0,77094	0,4387	0,6501	0,47699	0,50497
0,25978		0,6374	0,52552	0,6902	0,74179	0,25568	0,67362	0,7294	0,49044
0,61146		0,55134	0,58701	0,52338	0,63007	0,15611	0,53886	0,61479	0,34909
0,46556		0,416	0,87862	0,49475	0,74705	0,18843	0,48972	0,8838	0,65694
0,61036		0,5366	0,65549	0,41815	0,7311	0,45087	0,86897	0,58368	0,32242
0,56506		0,90481	0,83982	0,43564	0,69266	0,19414	0,712	0,5007	0,76657
0,63799		0,497	0,68326	0,3676	0,63472	0,4742	0,69146	0,44618	0,89259
0,60712		0,56568	0,84853	0,56006	0,92608	0,86953	0,71988	0,36195	0,82081
0,36408		0,68399	0,78975	0,6774	0,79273	0,46419	0,86586	0,35409	0,93419
0,23646		0,64397	0,69759	0,64296	0,77279	0,33918	0,67055	0,41377	0,59562
0,26556		0,84484	0,78599	0,60926	0,6333	0,35759	0,90946	0,63344	0,65256
0,58731		0,73933	0,74205	0,53488	0,52697	0,51342	0,77383	0,73996	0,59804
0,78865		0,74531	0,9307	0,53857	0,47332	0,49284	0,73907	0,91131	0,65989
0,56718		0,69585	0,9911	0,30696	0,40753	0,56	0,66212	0,81893	0,57337
0,49116		0,72454	0,52134	0,25184	0,36444	0,85811	0,77173	0,6361	0,78788
0,72067		0,85533	0,57168	0,47652	0,49637	0,41404	0,75735	0,31659	0,85591
0,56904		0,84655	0,59577	0,51497	0,59348	0,19761	0,52561	0,69242	0,75828
0,47423		0,36701	0,60662	0,43257	0,83494	0,46233	0,6424	0,35586	0,89151
0,70761		0,86755	0,5897	0,82404	0,86588	0,49297	0,79924	0,23572	0,68339
0,74349		0,82216	0,20721	0,456	0,66565	0,83453	0,70593	0,41451	0,71337
0,7884		0,55928	0,72285	0,81498	0,74109	0,84496	0,88169	0,029522	0,76626
0,49923		0,43433	0,4921	0,92558	0,55346	0,61081	0,52861	0,24062	0,62364
0,74565		0,10654	0,40037	0,60018	0,5599	0,53793	0,94487	0,47717	0,66893
0,64202		0,59119	0,43086	0,89162	0,7412	0,61595	0,80464	0,24099	0,30535
0,46507		0,20289	0,69873	0,82323	0,48257	0,64008	0,5712	0,056673	0,56553
0,61244		0,38113	0,68582	0,59795	0,84698	0,50615	0,7668	0,15963	0,37879
0,55591		0,71437	0,45898	0,59581	0,60568	0,75462	0,52397	0,56373	0,41753
0,58307		0,57906	0,62152	0,97258	0,83691	0,69296	0,82126	0,67069	0,44795
0,55612		0,73583	0,70261	0,91096	0,80046	0,62017	0,87504	0,27083	0,46368
0,48047		0,68294	0,70691	0,91549	0,39153	0,67741	0,92222	0,37536	0,85592
0,47387		0,58008	0,78248	0,75669	0,4938	0,8108	0,83973	0,40133	0,56997
0,45566		0,89033	0,69977	0,58269	0,48709	0,7287	0,58699	0,42191	0,77599
0,46135		0,58628	0,6016	0,65288	0,81117	0,2315	0,52465	0,44377	0,95938
0,39483		0,66599	0,61869	0,56682	0,62564	0,67924	0,60493	0,51959	0,88313
0,48472		0,30581	0,66362	0,76399	0,66075	0,62116	0,78912	0,72585	0,87801
0,44055		0,40886	0,10666	0,61557	0,85332	0,69914	0,5916	0,78086	0,8645
0,48615		0,48089	0,94005	0,68914	0,7866	0,74083	0,48168	0,87888	0,7861
0,44509		0,56092	0,83632	0,58693	0,64628	0,67748	0,80231	0,91868	0,68649
0,58301		0,78287	0,67701	0,37688	0,56524	0,23375	0,7208	0,66717	0,36505
0,61187		0,79697	0,70025	0,33109	0,54874	0,70074	0,30042	0,71329	0,64877
0,61917		0,40847	0,62939	0,28319	0,4574	0,69318	0,72479	0,75119	0,61617
0,67477		0,61743	0,45518	0,23254	0,50756	0,73667	0,60607	0,80106	0,043237
0,88502		0,63112	0,78587	0,26104	0,437	0,66449	0,56054	0,72902	0,611
0,58285		0,64765	0,64262	0,678	0,37695	0,9211	0,58014	0,71631	0,65279
0,60212		0,66787	0,68557	0,76587	0,48527	0,26061	0,91281	0,49724	0,59299
0,88732		0,58179	0,45562	0,61868	0,47373	0,83403	0,83103	0,32671	0,69229
0,80313		0,55583	0,50127	0,69626	0,57461	0,41564	0,61857	0,54648	0,38154
0,51807		0,68698	0,4818	0,80499	0,57339	0,42224	0,83086	0,26645	0,68286
0,61787		0,92827	0,48245	0,46032	0,70227	0,61773	0,72715	0,46377	0,39104
0,36322		0,4594	0,52382	0,64187	0,87377	0,11848	0,69091	0,070888	0,54285
0,40256		0,52955	0,5615	0,70205	0,9404	0,10748	0,54042	0,44145	0,58134
0,3805		0,89992	0,45485	0,62965	0,71582	0,11423	0,69859	0,50867	0,7658
0,32148		0,77458	0,44929	0,52255	0,33044	0,38711	0,59012	0,65125	0,73519
0,39599		0,52359	0,75634	0,68011	0,58823	0,31924	0,78833	0,53878	0,77387
0,7736		0,56859	0,71917	0,91767	0,79032	0,71514	0,77186	0,66308	0,8451
0,4691		0,42373	0,35491	0,8675	0,83107	0,6069	0,85227	0,70603	0,63396
0,80248		0,58228	0,6006	0,92247	0,83547	0,63119	0,88524	0,90704	0,65087
0,49479		0,80759	0,36626	0,72512	0,83185	0,49458	0,74796	0,85341	0,61827
0,50095		0,16105	0,75195	0,78534	0,72813	0,80884	0,82942	0,64545	0,57426
0,5668		0,24356	0,94719	0,71854	0,86697	0,48427	0,94823	0,84231	0,18793
0,65677		0,29903	0,60628	0,59896	0,72889	0,83539	0,41185	0,474	0,76609
0,702		0,26959	0,95869	0,60983	0,86552	0,42184	0,55969	0,14398	0,32098
0,73203		0,68489	0,9361	0,4847	0,76161	0,47867	0,28529	0,17007	0,62986
0,86268		0,66063	0,40506	0,68817	0,71258	0,84109	0,25918	0,27519	0,50177
0,58497		0,32099	0,48891	0,68784	0,74762	0,89752	0,60422	0,64061	0,74917
0,74605		0,44357	0,6219	0,67922	0,63885	0,87951	0,93616	0,86653	0,42469
0,7524		0,74385	0,33326	0,60247	0,37731	0,69305	0,90267	0,9035	0,4325
0,44991		0,74025	0,35778	0,60643	0,32054	0,60405	0,71926	0,91063	0,45745
0,59657		0,61694	0,95468	0,58121	0,39082	0,50876	0,43303	0,61593	0,46004
0,62814		0,78075	0,31848	0,60795	0,60786	0,46899	0,47775	0,58494	0,48358
0,53823		0,59713	0,30884	0,74828	0,59664	0,39573	0,60468	0,49799	0,67428
0,21197		0,65305	0,87863	0,71195	0,63362	0,37823	0,88818	0,37931	0,72028
0,26432		0,93767	0,68835	0,66894	0,79636	0,33998	0,66665	0,13881	0,86106
0,61264		0,59869	0,25503	0,61709	0,85849	0,62849	0,7137	0,29484	0,81148
0,59386		0,48814	0,51976	0,3256	0,84128	0,47147	0,58871	0,421	0,36515
0,56434		0,68025	0,62538	0,68492	0,7709	0,84709	0,86469	0,5068	0,033212
0,62877		0,42091	0,69233	0,91836	0,71875	0,74871	0,82792	0,46751	0,76933
0,84759		0,34424	0,54404	0,73842	0,53817	0,49562	0,60449	0,42874	0,7501
0,55863		0,77795	0,61789	0,82182	0,46677	0,48355	0,52663	0,27899	0,88562
0,37037		0,82635	0,62777	0,98049	0,63792	0,29029	0,76052	0,38676	0,49386
0,37821		0,91217	0,82296	0,99854	0,70668	0,53929	0,61852	0,39737	0,77748
0,36935		0,73927	0,82032	0,68167	0,61063	0,41933	0,60902	0,48533	0,83568
0,6299		0,7041	0,60382	0,87653	0,40215	0,67769	0,85856	0,51717	0,46326
0,82255		0,62036	0,71528	0,68992	0,53957	0,45034	0,81069	0,54919	0,75928
0,5461		0,53126	0,5503	0,82384	0,50712	0,45157	0,74237	0,78849	0,67467
0,35336		0,48401	0,54076	0,51696	0,57093	0,045784	0,61179	0,76182	0,74275
0,49357		0,42037	0,77091	0,74584	0,74155	0,15058	0,46736	0,91867	0,47578
0,79373		0,35899	0,80888	0,71197	0,30766	0,37059	0,61228	0,55586	0,49768
0,6698		0,4917	0,73882	0,59494	0,72505	0,26671	0,71261	0,71574	0,97359
0,5993		0,36626	0,55883	0,52693	0,71964	0,68905	0,3895	0,34519	0,99701
0,60604		0,42072	0,48176	0,80491	0,64606	0,40315	0,83255	0,76449	0,35178
0,7695		0,40692	0,52277	0,54244	0,19378	0,7554	0,65242	0,53132	0,60658
0,53027		0,17767	0,6037	0,56925	0,37033	0,46279	0,74354	0,88116	0,11181
0,60261		0,19637	0,76703	0,018642	0,70605	0,55144	0,46089	0,8183	0,60557
0,74774		0,81308	0,30622	0,51057	0,78374	0,53103	0,84595	0,79041	0,29094
0,6204		0,61608	0,3606	0,32325	0,68119	0,7525	0,69551	0,75835	0,80061
0,6694		0,67496	0,7661	0,85705	0,67303	0,72452	0,51395	0,60626	0,49425
0,46541		0,55548	0,72487	0,026927	0,73003	0,57218	0,36378	0,55137	0,51968
0,74741		0,58017	0,4417	0,85078	0,5988	0,51749	0,51035	0,80347	0,65717
0,85331		0,38999	0,41704	0,09552	0,80522	0,3644	0,34955	0,31903	0,8965
0,79536		0,38765	0,63634	0,62151	0,77191	0,77896	0,68895	0,48455	0,89235
0,78748		0,98338	0,48603	0,43822	0,72778	0,49316	0,63226	0,40286	0,93173
0,57652		0,72688	0,54353	0,57904	0,74879	0,76762	0,58913	0,86191	0,65727
0,6609		0,57544	0,5394	0,55829	0,48219	0,59057	0,85269	0,88507	0,74807
0,53905		0,66028	0,6503	0,93959	0,58817	0,65848	0,87149	0,54957	0,78454
0,54559		0,44483	0,91552	0,7105	0,35455	0,76033	0,53214	0,65388	0,60493
0,51938		0,88064	0,9127	0,40194	0,33626	0,62939	0,61602	0,88725	0,49441
0,53987		0,64476	0,8195	0,74166	0,63404	0,12417	0,45332	0,50739	0,34705
0,82516		0,72337	0,77977	0,54142	0,23129	0,76062	0,89289	0,56504	0,46674
0,60302		0,63339	0,61348	0,57409	0,25695	0,43107	0,78484	0,70608	0,56926
0,68726		0,68527	0,91132	0,69175	0,16147	0,51583	0,76096	0,37733	0,56648
0,43688		0,61016	0,13155	0,40885	0,76594	0,60834	0,7914	0,45306	0,6128
0,51477		0,70134	0,54202	0,381	0,47581	0,77444	0,49776	0,77042	0,69084
0,68043		0,78031	0,54196	0,51669	0,27072	0,62893	0,56944	0,90212	0,80477
0,61074		0,59085	0,73083	0,39876	0,40423	0,47402	0,53378	0,7438	0,6531
0,7794		0,62199	0,65482	0,49688	0,62053	0,63066	0,48627	0,62955	0,72053
0,84303		0,54862	0,56641	0,14576	0,42023	0,68107	0,21257	0,63866	0,38187
0,675		0,49628	0,55756	0,20017	0,80891	0,77433	0,17348	0,38031	0,6621
0,72477		0,66217	0,50276	0,53989	0,62947	0,73113	0,44158	0,67411	0,71309
0,55252		0,57974	0,54885	0,56382	0,90274	0,82759	0,5257	0,75276	0,7195
0,69914		0,5607	0,66184	0,33888	0,80618	0,963	0,66349	0,79713	0,65378
0,74545		0,55529	0,76276	0,47327	0,56093	0,65906	0,49718	0,76043	0,60869
0,53722		0,56505	0,67275	0,33254	0,63292	0,33706	0,61575	0,46318	0,53894
0,58486		0,58395	0,25499	0,61017	0,66463	0,90927	0,9132	0,59353	0,45555
0,60617		0,80356	0,57241	0,70794	0,35166	0,65835	0,84879	0,92059	0,5684
0,77983		0,80231	0,53084	0,50776	0,54964	0,60983	0,58247	0,9324	0,90636
0,46755		0,60092	0,82686	0,75163	0,3823	0,60962	0,85993	0,86861	0,68871
0,49397		0,81376	0,77303	0,70905	0,87633	0,50961	0,82712	0,76747	0,61932
0,32036		0,99033	0,78321	0,47517	0,8955	0,83821	0,47141	0,58577	0,43681
0,59196		0,96604	0,22342	0,64795	0,84573	0,70911	0,60546	0,63107	0,20471
0,64694		0,81313	0,93166	0,97591	0,78932	0,67633	0,68606	0,61489	0,10244
0,68361		0,84883	0,47685	0,64021	0,79294	0,15598	0,48078	0,88323	0,6675
0,67719		0,46779	0,67772	0,90658	0,75794	0,69839	0,61537	0,76868	0,11866
0,49681		0,69102	0,70905	0,74419	0,74726	0,19273	0,31701	0,7362	0,49683
0,51663		0,65752	0,2882	0,57707	0,93524	0,57787	0,8697	0,57513	0,40008
0,63274		0,63485	0,86184	0,50296	0,75016	0,47645	0,55773	0,62046	0,68425
0,50748		0,61728	0,69078	0,24257	0,5625	0,28024	0,94679	0,84905	0,45258
0,46078		0,59725	0,85557	0,40093	0,88099	0,6917	0,60701	0,506	0,54619
0,29378		0,5457	0,93832	0,2989	0,64953	0,80298	0,86317	0,71817	0,52372
0,44579		0,75688	0,95806	0,49738	0,37414	0,86988	0,51763	0,71112	0,57553
0,51753		0,85045	0,88405	0,58753	0,65843	0,85723	0,32987	0,78073	0,76494
0,58422		0,58374	0,8183	0,32728	0,51017	0,76641	0,36601	0,50611	0,83249
0,54212		0,69322	0,68344	0,32344	0,67157	0,76191	0,66111	0,1223	0,76327
0,77111		0,85333	0,47596	0,72079	0,68941	0,73787	0,61636	0,87805	0,80296
0,76673		0,874	0,70116	0,52079	0,8717	0,65167	0,72085	0,65193	0,63393
0,87721		0,80209	0,73928	0,78601	0,79977	0,68049	0,32639	0,47263	0,60365
0,89636		0,66725	0,56817	0,61244	0,68372	0,39709	0,22215	0,42192	0,5291
0,92569		0,55176	0,83444	0,65232	0,74746	0,60506	0,74263	0,70981	0,37459
0,88726		0,58961	0,51988	0,68281	0,66024	0,55128	0,8921	0,67532	0,59362
0,52		0,64158	0,65559	0,61867	0,86406	0,42651	0,70552	0,67718	0,50838
0,76805		0,75301	0,62031	0,57493	0,76497	0,42197	0,56186	0,44565	0,69529
0,69277		0,86475	0,67224	0,45646	0,95868	0,40534	0,66294	0,19931	0,69365
0,52926		0,8059	0,59731	0,43692	0,62396	0,49129	0,36491	0,53173	0,79318
