Q21_rep1	Q21_rep2	Q21_rep3	Q107_rep1	Q107_rep2	Q107_rep3	Q107CI_rep1	Q107CI_rep2	Q107CI_rep3	Q107CI_rep4
0,73628		0,824	0,74476	0,59226		0,62574	0,20188	0,78787	0,33432
0,79364		0,61281	0,68925	0,88939		0,58416	0,75526	0,42265	0,083306
0,30953		0,55345	0,16622	0,58053		0,50062	0,77903	0,79983	0,78503
0,69539		0,48434	0,86535	0,85153		0,44492	0,84546	0,62807	0,83243
0,37009		0,93237	0,76938	0,55451		0,52701	0,79186	0,61884	0,75813
0,50871		0,8458	0,31192	0,51606		0,54343	0,78041	0,73669	0,87399
0,8062		0,88435	0,75362	0,51065		0,49782	0,80781	0,65429	0,78686
0,75768		0,52151	0,57624	0,28392		0,53104	0,81785	0,57303	0,3794
0,80838		0,37085	0,63064	0,23997		0,62379	0,8747	0,64456	0,92949
0,76315		0,45895	0,84599	0,37578		0,57747	0,79719	0,84679	0,60238
0,81097		0,77021	0,61478	0,94413		0,55081	0,25825	0,8113	0,59511
0,78271		0,73981	0,72141	0,1303		0,76211	0,72047	0,67532	0,91754
0,45391		0,4542	0,75775	0,49685		0,84704	0,77367	0,68395	0,57369
0,70064		0,82804	0,69639	0,3597		0,84088	0,61964	0,713	0,79389
0,56402		0,17848	0,45814	0,43344		0,8005	0,53292	0,62665	0,60959
0,91039		0,4484	0,25709	0,55684		0,63246	0,71768	0,67997	0,59072
0,73219		0,94163	0,24257	0,76794		0,60802	0,78512	0,58975	0,57361
0,84371		0,28493	0,089071	0,63886		0,47426	0,63973	0,68621	0,51255
0,58402		0,34713	0,45241	0,61663		0,40087	0,70202	0,48323	0,32025
0,50861		0,59408	0,40928	0,63293		0,72511	0,91162	0,76075	0,4607
0,4812		0,49294	0,44503	0,42483		0,85982	0,74211	0,91287	0,33262
0,53772		0,44047	0,64942	0,32849		0,82752	0,46117	0,79673	0,14077
0,77508		0,79681	0,67699	0,81041		0,80493	0,5347	0,7082	0,19368
0,80856		0,64026	0,88842	0,90226		0,81782	0,72621	0,52774	0,67331
0,85626		0,80375	0,83492	0,58512		0,79213	0,58094	0,75138	0,51948
0,4019		0,71242	0,49864	0,6191		0,63225	0,71103	0,4223	0,81559
0,37596		0,40177	0,28014	0,72285		0,61329	0,84839	0,69742	0,83468
0,33821		0,42423	0,48292	0,88723		0,57791	0,89864	0,3249	0,88544
0,56266		0,28461	0,3764	0,68096		0,3645	0,5702	0,61806	0,843
0,80238		0,3518	0,27081	0,60652		0,38305	0,72633	0,037212	0,61375
0,79638		0,65874	0,63193	0,5635		0,39879	0,56318	0,70302	0,72071
0,76118		0,11828	0,67611	0,55702		0,41895	0,53231	0,19609	0,45262
0,60812		0,47054	0,24285	0,42759		0,56788	0,72049	0,44298	0,43824
0,4591		0,52338	0,92049	0,37558		0,54499	0,28271	0,62684	0,53828
0,34195		0,59384	0,62624	0,80529		0,77022	0,75507	0,94603	0,42273
0,38395		0,98766	0,59657	0,91777		0,88221	0,32573	0,74942	0,5444
0,35705		0,60694	0,45295	0,33201		0,79898	0,48578	0,74568	0,33958
0,51291		0,90097	0,79278	0,6378		0,6415	0,43114	0,20025	0,67307
0,77147		0,44641	0,95701	0,55727		0,63168	0,88764	0,89179	0,65295
0,73409		0,47549	0,83776	0,69924		0,65538	0,62207	0,66152	0,66419
0,93574		0,75321	0,74588	0,6474		0,22793	0,83777	0,71245	0,62507
0,52339		0,75531	0,67207	0,61601		0,46481	0,65869	0,30483	0,7046
0,43561		0,61893	0,71722	0,71292		0,52728	0,68109	0,54966	0,71687
0,41484		0,48824	0,95688	0,58267		0,89163	0,51976	0,62311	0,61604
0,41895		0,32917	0,41943	0,81422		0,71287	0,59839	0,66716	0,35332
0,60497		0,56489	0,79466	0,73409		0,50457	0,55936	0,64146	0,46081
0,69144		0,72116	0,68017	0,8874		0,47743	0,616	0,57175	0,41471
0,57412		0,81614	0,84703	0,60858		0,55806	0,58575	0,79728	0,28898
0,34352		0,70577	0,70159	0,78678		0,80407	0,77447	0,76016	0,66691
0,53315		0,032557	0,56811	0,53978		0,49814	0,8189	0,88724	0,60558
0,35569		0,29823	0,58368	0,58954		0,49331	0,71688	0,86499	0,38395
0,84961		0,61678	0,40063	0,69324		0,66106	0,82718	0,69698	0,60471
0,70851		0,90386	0,72148	0,57345		0,90019	0,70848	0,67822	0,65695
0,82355		0,99775	0,29264	0,59852		0,93977	0,75418	0,66555	0,50538
0,6911		0,70185	0,59136	0,87412		0,78559	0,63061	0,43913	0,82953
0,70755		0,33799	0,79981	0,79612		0,8794	0,94768	0,60724	0,31526
0,38924		0,47691	0,53267	0,89001		0,63232	0,62496	0,47356	0,76777
0,59941		0,67132	0,42217	0,75906		0,67944	0,69477	0,60019	0,59848
0,83686		0,53566	0,70138	0,91505		0,41759	0,67169	0,62294	0,73596
0,76999		0,59578	0,86592	0,90844		0,43364	0,66466	0,64269	0,69832
0,76835		0,69959	0,6869	0,90336		0,24856	0,94343	0,61624	0,73406
0,73555		0,33761	0,56056	0,69635		0,5294	0,89929	0,70709	0,57433
0,66417		0,46224	0,49884	0,67472		0,52916	0,8921	0,89879	0,17457
0,62843		0,67793	0,66988	0,68436		0,89619	0,40749	0,82755	0,61575
0,92782		0,67624	0,80648	0,74552		0,78891	0,89975	0,70177	0,43348
0,66189		0,56429	0,54129	0,68567		0,72799	0,81906	0,63295	0,91809
0,56549		0,37917	0,42818	0,7823		0,51864	0,40648	0,82979	0,40937
0,62616		0,3883	0,59392	0,617		0,52964	0,82213	0,90564	0,5479
0,52609		0,92735	0,55313	0,64974		0,23662	0,86123	0,80516	0,80563
0,5692		0,83253	0,57637	0,60048		0,59498	0,90456	0,88569	0,82851
0,67934		0,78215	0,32234	0,63504		0,73096	0,79365	0,76	0,70249
0,50142		0,71223	0,80474	0,67269		0,8962	0,57278	0,78264	0,7914
0,57533		0,80973	0,69654	0,52929		0,83972	0,54318	0,69279	0,46465
0,56715		0,76299	0,84964	0,56356		0,6117	0,24838	0,55124	0,1879
0,55413		0,63505	0,66419	0,94094		0,41095	0,235	0,67774	0,50641
0,5686		0,51694	0,88518	0,3759		0,54323	0,6792	0,58227	0,23713
0,66295		0,58851	0,68496	0,71967		0,65533	0,2074	0,62024	0,32582
0,62926		0,52248	0,76714	0,54704		0,81008	0,33739	0,51695	0,47583
0,58518		0,78248	0,82194	0,69092		0,78781	0,59372	0,70619	0,42243
0,59106		0,62574	0,40444	0,68735		0,68633	0,51739	0,70441	0,76319
0,62001		0,56314	0,60854	0,57201		0,77824	0,48354	0,64709	0,90678
0,16462		0,5029	0,84887	0,70601		0,59093	0,58917	0,54842	0,60473
0,53456		0,66377	0,59163	0,60011		0,65027	0,66656	0,65112	0,43641
0,11549		0,68048	0,764	0,45963		0,94879	0,81591	0,54516	0,63388
0,40949		0,72759	0,2972	0,8901		0,77073	0,65398	0,54665	0,37838
0,29686		0,56496	0,64765	0,74876		0,41057	0,41539	0,36629	0,89076
0,58911		0,41396	0,39188	0,53573		0,90125	0,6624	0,54713	0,8339
0,42952		0,44629	0,45735	0,92999		0,50148	0,93769	0,54967	0,81531
0,56813		0,78364	0,76577	0,78194		0,67561	0,96488	0,55422	0,75451
0,63136		0,88074	0,38749	0,78817		0,965	0,69411	0,23627	0,84702
0,98326		0,18254	0,86991	0,60287		0,89364	0,70823	0,62734	0,74365
0,5834		0,3584	0,61137	0,72852		0,79924	0,64009	0,6354	0,5239
0,69667		0,20027	0,76614	0,30452		0,71082	0,52885	0,39243	0,28807
0,84201		0,46011	0,86742	0,38544		0,65274	0,46503	0,79731	0,87229
0,8929		0,4166	0,41756	0,53246		0,53166	0,38755	0,76652	0,214
0,6858		0,69426	0,4438	0,529		0,42154	0,28032	0,75955	0,98841
0,61119		0,814	0,47048	0,51489		0,65074	0,25129	0,85489	0,87287
0,54132		0,38933	0,67502	0,3554		0,87759	0,22416	0,79605	0,13395
0,57245		0,54963	0,73678	0,37872		0,793	0,33726	0,47564	0,96424
0,51711		0,53503	0,69886	0,41897		0,72932	0,24318	0,43403	0,79146
0,7343		0,49347	0,72915	0,53157		0,58568	0,36824	0,42939	0,65782
0,67119		0,59742	0,66103	0,56159		0,75213	0,4211	0,59433	0,39258
0,46642		0,43123	0,82128	0,6818		0,81424	0,33163	0,74041	0,88024
0,68258		0,2991	0,88846	0,74164		0,72573	0,58746	0,82736	0,68856
0,83539		0,37861	0,50822	0,81394		0,37874	0,65338	0,7151	0,64709
0,94801		0,43072	0,38268	0,8941		0,60903	0,69033	0,8751	0,48009
0,63191		0,61961	0,99131	0,71985		0,21329	0,72082	0,67664	0,48199
0,46024		0,51092	0,76482	0,68082		0,57184	0,69686	0,59781	0,47378
0,45255		0,78798	0,85197	0,50933		0,60309	0,73625	0,59345	0,61907
0,57481		0,43397	0,68789	0,56011		0,28998	0,75643	0,6336	0,56168
0,40289		0,73923	0,64909	0,54555		0,52568	0,8348	0,84493	0,82469
0,9381		0,4818	0,68682	0,61273		0,63508	0,58624	0,69627	0,81793
0,36979		0,5531	0,72737	0,54203		0,59994	0,57161	0,84892	0,64756
0,47978		0,71237	0,78551	0,84341		0,54364	0,36729	0,87657	0,70588
0,50739		0,6481	0,80002	0,96497		0,56817	0,40883	0,7745	0,72841
0,52443		0,82137	0,90101	0,66955		0,6424	0,24933	0,79695	0,72346
0,55084		0,75269	0,27634	0,6386		0,57322	0,45406	0,60181	0,33877
0,48661		0,48124	0,75951	0,95404		0,92559	0,74664	0,87565	0,64421
0,57776		0,40685	0,6546	0,62929		0,88615	0,55822	0,74236	0,32018
0,59368		0,73817	0,47295	0,7114		0,83623	0,78065	0,79598	0,096722
0,77189		0,31823	0,47186	0,77571		0,9038	0,35583	0,69044	0,682
0,44407		0,65347	0,50598	0,8124		0,84106	0,60713	0,50803	0,17006
0,14185		0,67799	0,84089	0,63811		0,77867	0,30166	0,36296	0,17588
0,12306		0,24581	0,17748	0,85121		0,66611	0,68764	0,26252	0,72112
0,87566		0,29984	0,11677	0,68108		0,49081	0,95113	0,46642	0,59507
0,13106		0,76589	0,93805	0,60568		0,51864	0,47586	0,5175	0,81014
0,066406		0,90307	0,46595	0,42971		0,5122	0,38989	0,24057	0,6826
0,76532		0,55208	0,60156	0,54297		0,83001	0,40936	0,62256	0,68958
0,38971		0,58931	0,62584	0,65523		0,82418	0,33633	0,42701	0,74963
0,24911		0,615	0,63175	0,70735		0,93355	0,059914	0,52252	0,79494
0,67358		0,92429	0,6407	0,68253		0,77696	0,77381	0,76946	0,78637
0,57506		0,59348	0,59778	0,55286		0,58084	0,4879	0,76322	0,61682
0,60261		0,70615	0,92537	0,66319		0,68151	0,57742	0,72383	0,46536
0,82905		0,54787	0,97663	0,63886		0,55109	0,42205	0,79413	0,81052
0,7019		0,80959	0,40855	0,72354		0,75172	0,40012	0,7695	0,42837
0,5908		0,88965	0,85191	0,55139		0,61464	0,37057	0,78979	0,41694
0,73468		0,48708	0,54162	0,4978		0,679	0,34591	0,80422	0,36936
0,36922		0,84012	0,50172	0,64534		0,73872	0,45428	0,54871	0,79932
0,51801		0,63222	0,70817	0,82167		0,92234	0,38415	0,80833	0,65424
0,603		0,67093	0,66053	0,52151		0,8017	0,45058	0,91677	0,768
0,77817		0,75329	0,37958	0,5163		0,77193	0,73251	0,74238	0,76966
0,80699		0,53828	0,90456	0,52826		0,57274	0,71296	0,81509	0,024083
0,73014		0,88856	0,83249	0,55264		0,47677	0,52149	0,59415	0,06859
0,68649		0,70742	0,82093	0,63187		0,26586	0,69836	0,51859	0,69766
0,80282		0,3783	0,46222	0,75576		0,48944	0,79079	0,4126	0,84714
0,89285		0,22041	0,51572	0,70498		0,46131	0,63691	0,8235	0,70512
0,77764		0,66933	0,61625	0,89161		0,4004	0,58682	0,58285	0,64195
0,72991		0,1491	0,58182	0,75164		0,54871	0,72346	0,15422	0,71181
0,68359		0,39068	0,33557	0,68546		0,81774	0,71646	0,67081	0,43033
0,66976		0,2622	0,37042	0,54243		0,56365	0,63231	0,34297	0,47694
0,83333		0,39204	0,49071	0,82778		0,82165	0,73545	0,031075	0,56749
0,72435		0,50089	0,24236	0,42693		0,7643	0,75472	0,63176	0,7099
0,74686		0,4222	0,76156	0,55172		0,61	0,74732	0,35331	0,62783
0,5948		0,88366	0,42851	0,46546		0,64381	0,73344	0,62716	0,6375
0,69489		0,75472	0,62594	0,74635		0,54844	0,63095	0,33945	0,77221
0,52552		0,60396	0,86787	0,52216		0,62666	0,61138	0,3291	0,78118
0,58107		0,46919	0,92883	0,7471		0,37856	0,62537	0,33032	0,75434
0,71277		0,46454	0,8024	0,79749		0,6423	0,41392	0,67857	0,67357
0,71046		0,27976	0,76962	0,72284		0,13901	0,41677	0,66019	0,63781
0,70526		0,17067	0,77516	0,62414		0,73602	0,38262	0,62663	0,63488
0,45096		0,2525	0,58156	0,57929		0,50512	0,38352	0,44402	0,56374
0,45344		0,32764	0,44976	0,55685		0,67146	0,30169	0,67941	0,6125
0,50634		0,26405	0,57124	0,54382		0,82187	0,40172	0,61839	0,51898
0,62321		0,052022	0,65013	0,76012		0,83712	0,37898	0,63268	0,52384
0,42061		0,32622		0,77753		0,79664	0,050555	0,8399	0,59068
0,6019		0,27781		0,727		0,85021	0,49384	0,79102	0,59246
0,48403		0,29923		0,91864		0,70676	0,4506	0,75162	0,12744
0,41296		0,32419		0,64535		0,60938	0,37581	0,39155	0,68189
0,63129		0,57577		0,81519		0,57471	0,92809	0,47163	0,44186
0,52805		0,63614		0,93122		0,48462	0,78197	0,56331	0,65158
0,60424		0,72771		0,90566		0,22481	0,22969	0,61512	0,89247
0,50182		0,21738		0,71466		0,19818	0,17547	0,82895	0,63628
0,61078		0,28923		0,86978		0,17585	0,55149	0,66453	0,89855
0,60768		0,49921		0,65411		0,40274	0,5885	0,54922	0,88268
0,86806		0,71348		0,91636		0,46843	0,45896	0,86977	0,8406
0,7556		0,90688		0,2599		0,7919	0,66588	0,68419	0,70403
0,51778		0,28075		0,43738		0,50201	0,36217	0,66155	0,53191
0,45707		0,65203		0,43255		0,87021	0,71123	0,75383	0,52722
0,59219		0,58692		0,89289		0,69362	0,83297	0,80146	0,48823
0,59119		0,81489		0,61773		0,68664	0,61715	0,4899	0,5393
0,3467		0,60116		0,75448		0,22271	0,57472	0,29711	0,51365
0,57996		0,32983		0,87961		0,90412	0,57759	0,64034	0,35748
0,59009		0,18845		0,76364		0,7281	0,33752	0,64794	0,3039
0,65448		0,31761		0,76072		0,74411	0,55322	0,86475	0,3053
0,42006		0,51131		0,53005		0,63395	0,76954	0,66437	0,37603
0,82738		0,46702		0,61755		0,79534	0,42632	0,58793	0,34035
0,1564		0,67245		0,84331		0,75092	0,718	0,63434	0,032407
0,67459		0,73723		0,59606		0,62823	0,36094	0,44906	0,3282
0,26801		0,86061		0,57659		0,6594	0,49994	0,85823	0,57933
0,50767		0,29047		0,65767		0,2307	0,73053	0,64451	0,37328
0,36408		0,44872		0,65067		0,68228	0,82406	0,66712	0,50204
0,30876		0,41289		0,52133		0,5945	0,73143	0,87085	0,44527
0,66091		0,46452		0,65497		0,74772	0,52899	0,58379	0,43708
0,68631		0,93297		0,61252		0,60114	0,44503	0,62417	0,48057
0,63909		0,79697		0,7008		0,81583	0,59025	0,7942	0,50851
0,65472		0,89437		0,70292		0,81346	0,47758	0,79568	0,54113
0,38297		0,67779		0,75018		0,70928	0,36178	0,71119	0,70874
0,35259		0,84652		0,7674		0,62438	0,41598	0,96538	0,73779
0,37274		0,54004		0,72365		0,6795	0,33405	0,36102	0,80466
0,20742		0,46372		0,67594		0,71341	0,3719	0,90526	0,7526
0,15442		0,64736		0,88777		0,69065	0,51981	0,53737	0,66893
0,5764		0,67414		0,40962		0,77346	0,40473	0,17677	0,58702
0,8687		0,59316		0,46742		0,55442	0,48259	0,36393	0,45682
0,31978		0,82661		0,41915		0,63652	0,52486	0,40666	0,64346
0,83888		0,77594		0,81437		0,28034	0,1369	0,58158	0,48835
0,36924		0,51672		0,59859		0,64415	0,71803	0,64067	0,59763
0,48673		0,54423		0,79909		0,50202	0,3307	0,55347	0,73591
0,27744		0,12537		0,63102		0,62653	0,73108	0,73265	0,56575
0,66667		0,80367		0,40442		0,7389	0,87504	0,45444	0,3473
0,62631		0,93021		0,45534		0,68693	0,80145	0,76123	0,88686
0,76731		0,76486		0,79498		0,4076	0,89495	0,41379	0,50602
0,65144		0,60697		0,61667		0,38959	0,92913	0,36816	0,57463
0,78422		0,76885		0,60728		0,88255	0,76645	0,96729	0,61989
0,64264		0,64441		0,62114		0,77683	0,81295	0,36284	0,66515
0,96168		0,60943		0,79275		0,6732	0,6294	0,97625	0,71522
0,88768		0,64377		0,88692		0,8878	0,34545	0,38593	0,81885
0,57172		0,78482		0,89751		0,66237	0,43988	0,73334	0,64507
0,56569		0,51196		0,51038		0,91035	0,43079	0,70362	0,59706
0,44953		0,41813		0,55485		0,75239	0,59011	0,42016	0,70988
0,57009		0,50114		0,71608		0,73866	0,36124	0,31472	0,68542
0,4011		0,31896		0,63159		0,74146	0,51997	0,32444	0,47372
0,48128		0,78192		0,76504		0,79968	0,60419	0,38153	0,4993
0,52441		0,43788		0,6337		0,69498	0,91844	0,79976	0,33762
0,52233		0,91373		0,47246		0,71724	0,7685	0,31788	0,3248
0,52297		0,64985		0,71792		0,57026	0,21666	0,67428	0,40185
0,47724		0,27321		0,82519		0,5851	0,2263	0,42297	0,3141
0,59702		0,40008		0,49092		0,76277	0,28097	0,75158	0,46048
0,51438		0,33874		0,54154		0,79682	0,44923	0,59954	0,64237
0,55671		0,4358		0,6274		0,15508	0,70489	0,806	0,93823
0,63843		0,47691		0,62004		0,80355	0,54336	0,86621	0,94928
0,56831		0,50484		0,68732		0,31661	0,59788	0,50696	0,35937
0,66722		0,48501		0,36389		0,72673	0,55307	0,80779	0,29969
0,59355		0,55611		0,69583		0,54248	0,91516	0,79292	0,74165
0,87843		0,65004		0,75471		0,11528	0,43163	0,75368	0,6814
0,9562		0,82941		0,70231		0,80037	0,39016	0,65384	0,75412
0,48943		0,74477		0,74837		0,90837	0,40207	0,25283	0,18977
0,81907		0,99465		0,36332		0,73877	0,51584	0,56797	0,79675
0,22698		0,66825		0,60962		0,69714	0,40775	0,57529	0,54649
0,66912		0,8411		0,60438		0,58788	0,45695	0,94268	0,82184
0,87565		0,94648		0,28594		0,50462	0,89832	0,92036	0,48201
0,3088		0,81509		0,34194		0,51485	0,46493	0,75209	0,51211
0,6434		0,63349		0,14991		0,59046	0,74153	0,44576	0,63168
0,96265		0,59725		0,43967		0,1867	0,50358	0,36569	0,52012
0,93885		0,8708		0,37783		0,13056	0,29326	0,57009	0,37617
0,96916		0,77215		0,7123		0,65976	0,29013	0,68427	0,53848
0,86165		0,7919		0,68062		0,44815	0,71003	0,38387	0,48491
0,63035		0,93608		0,46321		0,62665	0,4576	0,4456	0,80874
0,61001		0,89721		0,47539		0,82789	0,60978	0,81165	0,83735
0,65843		0,76353		0,62232		0,58795	0,70845	0,92629	0,53835
0,3971		0,77742		0,64869		0,47349	0,38071	0,21325	0,30065
0,47599		0,84488		0,6898		0,32588	0,70936	0,53549	0,2982
0,55654		0,80446		0,91568		0,6666	0,60137	0,76601	0,33216
0,39737		0,64845		0,84015		0,37067	0,55415	0,7145	0,4017
0,42295		0,50151		0,75924		0,69103	0,65396	0,77532	0,38905
0,68024		0,43924		0,81832		0,52398	0,51982	0,67646	0,56248
0,39609		0,29065		0,76653		0,63161	0,51057	0,83912	0,76251
0,40444		0,42536		0,58429		0,72008	0,58456	0,81989	0,49054
0,84056		0,5108		0,77819		0,81466	0,48271	0,71576	0,63601
0,63086		0,43941		0,59799		0,62615	0,6739	0,60352	0,80824
0,41168		0,3641		0,95753		0,65074	0,74122	0,541	0,35549
0,45977		0,35528		0,64574		0,42957	0,5672	0,58776	0,30802
0,3453		0,54439		0,56158		0,10038	0,84955	0,54253	0,25223
0,20276		0,85214		0,59808		0,59734	0,70236	0,47013	0,46652
0,43222		0,79101		0,58788		0,58642	0,61202	0,58729	0,70448
0,83861		0,60432		0,59075		0,66055	0,72176	0,35044	0,58197
0,77456		0,77863		0,78534		0,71023	0,44788	0,27637	0,61758
0,81575		0,61231		0,78084		0,60295	0,61379	0,16525	0,87925
0,73366		0,62559		0,77789		0,60677	0,4462	0,55317	0,083354
0,7212		0,5135		0,67123		0,60045	0,64179	0,68363	0,20275
0,83494		0,73972		0,36842		0,70464	0,52396	0,63995	0,96547
0,88994		0,86077		0,42613		0,80952	0,78415	0,77215	0,54098
0,81761		0,83262		0,54691		0,80142	0,64773	0,42086	0,48307
0,56645		0,74806		0,56497		0,76476	0,59733	0,344	0,40846
0,81456		0,47091		0,80243		0,78302	0,41921	0,35654	0,69026
0,84179		0,77851		0,65199		0,90439	0,51378	0,50431	0,69565
0,64633		0,95431		0,6117		0,75049	0,58773	0,80222	0,26071
0,73167		0,83581		0,72987		0,84482	0,71314	0,68143	0,32072
0,70777		0,26157		0,75283		0,88143	0,73559	0,74115	0,93145
0,85018		0,86045		0,72426		0,80441	0,5774	0,7088	0,57064
0,78717		0,95716				0,79737	0,61946	0,8393	0,40873
0,68053		0,57366				0,86729	0,87105	0,68137	0,73683
0,95639		0,8468				0,88052	0,46927	0,76665	0,44614
0,40711		0,70827				0,36247	0,70832	0,26024	0,71297
0,71934		0,84176				0,80191	0,79918	0,7414	0,87787
0,50658		0,75268				0,61094	0,28967	0,6066	0,88847
0,83073		0,83738				0,62887	0,65917	0,78841	0,93131
0,49472		0,66998				0,56375	0,55721	0,86599	0,81863
0,53682		0,62256				0,75689	0,4048	0,64852	0,66535
0,19853		0,75967				0,81797	0,311	0,48016	0,6623
0,61361		0,5797				0,8643	0,40781	0,37247	0,58967
0,72034		0,64908				0,8816	0,37334	0,58924	0,54755
0,54606		0,40528				0,74528	0,46819	0,50003	0,82626
0,26938		0,51831				0,69664	0,51458	0,56032	0,53766
0,72171		0,54391				0,65398	0,41102	0,91463	0,55555
0,32537		0,54961				0,67163	0,50525	0,36475	0,50856
0,75724		0,41891				0,64411	0,584	0,86814	0,421
0,53785		0,34497				0,71899	0,84691	0,89003	0,45808
0,80241		0,3659				0,7291	0,64542	0,85466	0,76902
0,69225		0,77933				0,81801	0,48683	0,83092	0,87181
0,91035		0,81006				0,75006	0,22865	0,63136	0,84773
0,64899		0,8335				0,73334	0,65036	0,5488	0,82712
0,57212		0,71539				0,72003	0,70992	0,63362	0,48837
0,60187		0,49438				0,618	0,8772	0,69559	0,78376
0,56862		0,80921				0,58865	0,81325	0,63534	0,49374
0,53858		0,36731				0,44059	0,77503	0,23486	0,55331
0,79048		0,70413				0,45473	0,86992	0,3629	0,75226
0,50243		0,77166				0,38907	0,4687	0,83352	0,90665
0,48726		0,81645				0,43546	0,76102	0,59915	0,60622
0,39756		0,40707				0,53617	0,72245	0,54334	0,60898
0,61437		0,47774				0,60374	0,79877	0,815	0,37185
0,36954		0,41943				0,76221	0,17358	0,88381	0,79213
0,60366		0,64773				0,64051	0,83357	0,55156	0,43361
0,39293		0,96763				0,59306	0,407	0,49605	0,53243
0,39597		0,84421				0,48617	0,7615	0,44143	0,73705
0,54114		0,67495				0,25102	0,68391	0,69995	0,47161
0,52694		0,44614				0,27118	0,48371	0,79241	0,68116
0,73679		0,63988				0,42016	0,52061	0,8059	0,8598
0,82819		0,27223				0,47964	0,50089	0,43689	0,79101
0,6985		0,50782				0,35418	0,72752	0,55459	0,49225
0,7808		0,38688				0,37761	0,67941	0,80244	0,7901
0,62694		0,86174				0,3735	0,85245	0,63566	0,72135
0,55753		0,91245				0,46816	0,75513	0,77907	0,36386
0,53681		0,86875				0,43161	0,42827	0,66624	0,45982
0,51947		0,79464				0,76444	0,53951	0,81994	0,68466
0,52149		0,74276				0,70127	0,49353	0,71606	0,62739
0,64403		0,58506				0,62777	0,75715	0,86579	0,56599
0,66896		0,47582				0,73719	0,6432	0,42056	0,59249
0,72486		0,42614				0,58856	0,85852	0,70529	0,60043
0,62695		0,56589				0,53987	0,92752	0,52462	0,58448
0,73468		0,46701				0,48697	0,68676	0,89115	0,57359
0,72925		0,38028				0,55635	0,7298	0,554	0,61814
0,7552		0,44163				0,4488	0,65825	0,46465	0,71761
0,74027		0,20089				0,50481	0,97215	0,52827	0,5907
0,58059		0,5905				0,62794	0,9642	0,22717	0,63305
0,65287		0,73568				0,47652	0,89927	0,59864	0,66042
0,71026		0,5082				0,30462	0,7476	0,63451	0,83306
0,63957		0,47119				0,46434	0,70355	0,44069	0,78745
0,54559		0,27828				0,48877	0,70604	0,41327	0,45445
0,44824		0,369				0,74075	0,71502	0,86463	0,46891
0,75052		0,21925				0,59618	0,72394	0,83645	0,34675
0,76932		0,63427				0,98131	0,56549	0,79597	0,49047
0,6779		0,40794				0,7193	0,50694	0,71277	0,42898
0,92153		0,72226				0,090162	0,37843	0,82209	0,63829
0,92656		0,5853				0,10541	0,28227	0,4007	0,70105
0,84772		0,54063				0,99532	0,2482	0,62865	0,61283
0,5376		0,69924				0,44238	0,65879	0,66189	0,57262
0,62031		0,74396				0,31798	0,15073	0,77248	0,47528
0,60637		0,5742				0,39905	0,24591	0,69122	0,036857
0,65424		0,88615				0,11547	0,35991	0,81646	0,33177
0,56233		0,5939				0,80655	0,72638	0,85747	0,26726
0,44423		0,56384				0,34566	0,83915	0,70407	0,29921
0,34093		0,60103				0,21645	0,58603	0,69464	0,77948
0,3929		0,54001				0,55279	0,89688	0,71153	0,54041
0,38044		0,51095				0,31756	0,85975	0,76463	0,71978
0,55191		0,82471				0,54949	0,55707	0,43229	0,81027
0,24298		0,74572				0,31715	0,79176	0,44146	0,68621
0,17107		0,7618				0,35657	0,7577	0,58345	0,72747
0,51828		0,79833				0,4792	0,79578	0,70692	0,59693
0,66484		0,8435				0,26163	0,8784	0,50758	0,5799
0,40215		0,60692				0,2784	0,83226	0,89424	0,56678
0,72194		0,5317				0,37594	0,77603	0,93484	0,49456
0,64589		0,77452				0,46896	0,6951	0,33689	0,48294
0,64596		0,67721				0,40483	0,7658	0,44885	0,50582
0,83868		0,40463				0,47795	0,72822	0,46027	0,43148
0,40903		0,56524				0,32657	0,68951	0,86624	0,61291
0,68116		0,41538				0,67543	0,76507	0,69494	0,22094
0,65308		0,75591				0,75454	0,90645	0,55125	0,2806
0,57145		0,5334				0,51953	0,60131	0,4779	0,060562
0,40012		0,48044				0,4415	0,70182	0,83071	0,01013
0,40258		0,84921				0,65868	0,14842	0,53819	0,40725
0,65385		0,78957				0,47953	0,53796	0,76555	0,50683
0,64078		0,91544				0,56718	0,71574	0,47221	0,43161
0,54163		0,93674				0,76524	0,83415	0,24303	0,35154
0,64238		0,45236				0,59636	0,67325	0,89629	0,36786
0,19875		0,44297				0,57636	0,70827	0,05003	0,31571
0,8419		0,52367				0,6948	0,72998	0,47105	0,33747
0,48939		0,42162				0,784	0,50046	0,35645	0,39244
0,76421		0,64937				0,56891	0,62508	0,84183	0,85819
0,71823		0,6301				0,69428	0,47288	0,69934	0,84311
0,71236		0,69235				0,60309	0,58062	0,72502	0,4642
0,52086		0,52892				0,71113	0,60984	0,65176	0,59176
0,27703		0,58281				0,59135	0,65914	0,77375	0,50314
0,31906		0,90871				0,78022	0,72322	0,75012	0,93381
0,54248		0,15047				0,86274	0,82573	0,76148	0,97193
0,5098		0,50333				0,69153	0,96304	0,68406	0,77443
0,61053		0,41493				0,77238	0,84575	0,77578	0,79827
0,58904		0,48556				0,66808	0,74534	0,32438	0,75197
0,45338		0,5006				0,71242	0,5941	0,53961	0,72905
0,53242		0,77334				0,73646	0,55064	0,82804	0,61766
0,33776		0,63604				0,79537	0,56618	0,66703	0,59788
0,57374		0,66387				0,80384	0,37895	0,87422	0,70319
